CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP
1838,2016_Hickey,2016,c*[PT-DMeLeu-DTyr-F] (18),1838,CC(C)C[C@@H]1C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)[C@@H](C(=O)NC(C)(C)C)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,5,Circle,-6.1,,,,1.1517
1839,2016_Hickey,2016,c*[PT-DMeLeu-DTyr-MePhe] (19),1839,CC(C)C[C@@H]1C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)[C@@H](C(=O)NC(C)(C)C)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,5,Circle,-5.4,,,,1.4939
1891,2018_Buckton,2018,LB51,1891,NCCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC1=O,5,Circle,-5.53,-5.49,,,-2.3883
1895,2018_Buckton,2018,compd.9,1895,COC[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OC)cc2)NC1=O,5,Circle,-5.27,-5.26,,,-0.8283
2278,2018_García-Pindado,2018,cyclo(KWKWp),2278,NCCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,5,Circle,-5.57,,,,1.6362
2279,2018_García-Pindado,2018,Monocyclic 5Br,2279,NCCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccc(Br)cc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccc(Br)cc23)NC1=O,5,Circle,-5.33,,,,3.1612
2280,2018_García-Pindado,2018,Monocyclic 6Br,2280,NCCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3cc(Br)ccc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3cc(Br)ccc23)NC1=O,5,Circle,-5.34,,,,3.1612
2281,2018_García-Pindado,2018,Monocyclic 7Br,2281,NCCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3c(Br)cccc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3c(Br)cccc23)NC1=O,5,Circle,-5.89,,,,3.1612
2289,2018_Lee,2018,LB51,1891,NCCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC1=O,5,Circle,-5.52,,,,-2.3883
2290,2018_Lee,2018,Compound.9,2290,CN1C(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(N)=O,5,Circle,-5.27,,,,-2.0461
2291,2018_Lee,2018,Compound.10,2291,CN1C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCCN,5,Circle,-5.22,,,,-2.0461
2292,2018_Lee,2018,Compound.11,2292,CN1C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1Cc1ccccc1,5,Circle,-5.29,,,,-2.0461
2293,2018_Lee,2018,Compound.12,2293,CN1C(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]1Cc1ccc(O)cc1,5,Circle,-5.28,,,,-2.0461
2294,2018_Lee,2018,Compound.13,2294,CN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]1CO,5,Circle,-5.32,,,,-2.0461
2394,2020_Barlow,2020,No.1,2394,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,5,Circle,-6.7,,,,2.02
2395,2020_Barlow,2020,No.2,2395,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,5,Circle,-6.0,,,,2.3622
2396,2020_Barlow,2020,No.3,2396,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.26,,,,2.7044
2397,2020_Barlow,2020,No.4,2397,CC[C@H](C)[C@@H]1NC(=O)CCCN(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.37,,,,3.0466
2398,2020_Barlow,2020,No.5,2398,CC[C@H](C)[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)CCCC(=O)N1C,5,Circle,-5.3,,,,3.3888
2399,2020_Barlow,2020,No.6,2399,CC[C@H](C)[C@@H]1NC(=O)CCCN(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC1=O,5,Circle,-5.3,,,,2.7044
2400,2020_Barlow,2020,No.7,2400,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.44,,,,2.7044
2401,2020_Barlow,2020,No.8,2401,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC1=O,5,Circle,-5.31,,,,2.7044
2402,2020_Barlow,2020,No.9,2402,CC[C@H](C)[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)NCCCC(=O)N1C,5,Circle,-5.27,,,,2.7044
2403,2020_Barlow,2020,No.10,2403,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,1.6241
2404,2020_Barlow,2020,No.11,2404,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.6506
2405,2020_Barlow,2020,No.12,2405,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.9238
2406,2020_Barlow,2020,No.13,2406,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.5337
2407,2020_Barlow,2020,No.14,2407,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,1.5231
2408,2020_Barlow,2020,No.15,2408,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,1.133
2409,2020_Barlow,2020,No.16,2409,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,1.7873
2410,2020_Barlow,2020,No.17,2410,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.92157
2411,2020_Barlow,2020,No.18,2411,CCOC(=O)n1cnc(C[C@@H]2NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C2=O)c1,5,Circle,-5.46,,,,2.1021
2412,2020_Barlow,2020,No.19,2412,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](COC(C)=O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.72,,,,1.2214
2413,2020_Barlow,2020,No.20,2413,CCOC(=O)N(C(=O)CC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C1=O)C(=O)OCC,5,Circle,-5.25,,,,2.5801
2414,2020_Barlow,2020,No.21,2414,CCOC(=O)N(C(=O)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C1=O)C(=O)OCC,5,Circle,-5.09,,,,2.19
2415,2020_Barlow,2020,No.22,2415,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCC(=O)OC)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.48,,,,1.6115
2416,2020_Barlow,2020,No.23,2416,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(=O)OC)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.41,,,,1.2214
2417,2020_Barlow,2020,No.24,2417,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-6.15,,,,1.9647
2418,2020_Barlow,2020,No.25,2418,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCCCNC(=O)C(F)(F)F)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.32,,,,2.5071
2419,2020_Barlow,2020,No.26,2419,CCOC(=O)/N=C(/NCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C1=O)NC(=O)OCC,5,Circle,-5.89,,,,2.2867
7379,2022_Saunders,2022,Cyclo-(PGLOxzFA) (3),7379,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)c2coc1n2,5,Circle,-7.19,,,,0.8446
7380,2022_Saunders,2022,Cyclo-(PThzLGFA) (4),7380,CC(C)C[C@@H]1NC(=O)c2csc(n2)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,5,Circle,-7.35,,,,1.3131
7440,2022_Tamura,2022,2p,7440,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSC(=N2)c2cc(cs2)C[C@@H](C(N)=O)NC1=O,5,Circle,-5.55,,,,1.53937
7441,2022_Tamura,2022,3p,7441,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSC(=N2)c2csc(c2)C[C@@H](C(N)=O)NC1=O,5,Circle,-5.41,,,,1.53937
7442,2022_Tamura,2022,4p,7442,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSC(=N2)c2cccc(c2)C[C@@H](C(N)=O)NC1=O,5,Circle,-5.43,,,,1.47787
7443,2022_Tamura,2022,5p,7443,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSC(=N2)c2cncc(c2)C[C@@H](C(N)=O)NC1=O,5,Circle,-5.93,,,,0.87287
7444,2022_Tamura,2022,6p,7444,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSC(=N2)C[C@@H](C(N)=O)NC1=O,5,Circle,-6.39,,,,0.27717
