CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Pred_123,True_123,Pred_369,True_369,Pred_1107,True_1107,Pred_3321,True_3321,Pred_9963,True_9963,Pred_29889,True_29889,Pred_89667,True_89667,Pred_269001,True_269001,Pred_807003,True_807003,Pred_2421009,True_2421009
1452,2016_Furukawa,2016,1.8-39,1452,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.6,,,,4.3722,O=C1CNC(=O)CN(CCCc2cn[nH]c2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.337214206596594,-7.6,-7.535464696605503,-7.6,-6.282853808908698,-7.6,-6.165849891578843,-7.6,-6.219436228667827,-7.6,-7.55604861773744,-7.6,-6.398648780147099,-7.6,-6.204159680312784,-7.6,-7.130744806747991,-7.6,-6.390752027110159,-7.6
1451,2016_Furukawa,2016,1.8-38,1451,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-8.88,,,,5.0849,O=C1CNC(=O)CN(CCOc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.411032989520132,-8.88,-6.619075896371055,-8.88,-6.328005210190422,-8.88,-5.757012220099975,-8.88,-6.487556202821606,-8.88,-6.875640243981818,-8.88,-6.519097267902327,-8.88,-7.05211541759994,-8.88,-6.680447007625791,-8.88,-6.605036041757149,-8.88
1450,2016_Furukawa,2016,1.8-37,1450,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-9.29,,,,5.6387,O=C1CNC(=O)CN(CCCc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.340633963781266,-9.29,-6.942367122955334,-9.29,-6.2895948609331915,-9.29,-5.547015878711361,-9.29,-6.403346480044736,-9.29,-7.0191527301955645,-9.29,-6.42776058030959,-9.29,-7.2497179709748085,-9.29,-6.920976467416718,-9.29,-6.524842080475952,-9.29
1449,2016_Furukawa,2016,1.8-36,1449,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.42,,,,4.6436,O=C1CNC(=O)CN(CCc2cccnc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.377248211475556,-7.42,-6.879107590286219,-7.42,-6.288170167362832,-7.42,-5.967669244430687,-7.42,-6.334102395108735,-7.42,-6.849653482953883,-7.42,-6.432875604858462,-7.42,-6.312541878341484,-7.42,-6.726874709567788,-7.42,-6.5436302649455484,-7.42
1448,2016_Furukawa,2016,1.8-35,1448,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.16,,,,4.4325,O=C1CNC(=O)CN(CC2CCOCC2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.3906365664790945,-7.16,-6.562811690626873,-7.16,-5.936003976308728,-7.16,-5.512322042050591,-7.16,-6.0220836816166035,-7.16,-6.864496483785247,-7.16,-6.192158996673041,-7.16,-6.4394674429465235,-7.16,-6.743763221521217,-7.16,-6.468191961940397,-7.16
1447,2016_Furukawa,2016,1.8-34,1447,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-9.12,,,,5.5862,O=C1CNC(=O)CN(CC2CCCCC2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.329074520986155,-9.12,-6.655205616887208,-9.12,-5.926996169367997,-9.12,-5.281645932306148,-9.12,-5.958172926813618,-9.12,-6.531380795118538,-9.12,-6.088658704925395,-9.12,-6.527969704323082,-9.12,-6.813167680270291,-9.12,-6.412813248315417,-9.12
1446,2016_Furukawa,2016,1.8-33,1446,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-8.53,,,,5.2061,O=C1CNC(=O)CN(Cc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.358388019954508,-8.53,-7.1456878511601305,-8.53,-6.529139028291208,-8.53,-5.730989637996614,-8.53,-6.254851869120956,-8.53,-6.681272291146229,-8.53,-6.428301423813441,-8.53,-7.079964752916521,-8.53,-7.080878828915945,-8.53,-6.49047251881378,-8.53
1445,2016_Furukawa,2016,1.8-32,1445,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.86,,,,2.8652,O=C1CNC(=O)CN(CCCN2CCCC2=O)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.40833853309189,-5.86,-5.874040433728018,-5.86,-5.723573641498294,-5.86,-6.052268711455215,-5.86,-5.781440323425298,-5.86,-6.618975609523214,-5.86,-6.344186636008967,-5.86,-5.973447262958782,-5.86,-6.2748206438646585,-5.86,-6.261364873475534,-5.86
1444,2016_Furukawa,2016,1.8-31,1444,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.73,,,,3.219,O=C1CNC(=O)CN(CCCc2cn[nH]c2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.398624939974658,-5.73,-5.935754308278345,-5.73,-5.864279038632373,-5.73,-5.921981173195708,-5.73,-5.879010471105723,-5.73,-6.773389014585181,-5.73,-6.361363145759818,-5.73,-5.978193030908186,-5.73,-6.1465955770029534,-5.73,-6.27739437901154,-5.73
1442,2016_Furukawa,2016,1.8-29,1442,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.76,,,,3.9317,O=C1CNC(=O)CN(CCOc2ccccc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.437991480842064,-7.76,-5.428936356050448,-7.76,-5.911065719140312,-7.76,-6.054387233105377,-7.76,-6.453507814502944,-7.76,-6.283773723317699,-7.76,-6.550918424600836,-7.76,-6.290102133581974,-7.76,-5.874417452067301,-7.76,-6.48353274800498,-7.76
1441,2016_Furukawa,2016,1.8-28,1441,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-8.01,,,,4.4855,O=C1CNC(=O)CN(CCCc2ccccc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.36148879319926,-8.01,-5.461617705093325,-8.01,-5.779601984618074,-8.01,-5.700262818193225,-8.01,-6.317297050083398,-8.01,-6.1572782092722695,-8.01,-6.445053888660368,-8.01,-6.505829542955,-8.01,-5.827977297892376,-8.01,-6.479243098201695,-8.01
1439,2016_Furukawa,2016,1.8-26,1439,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.8,,,,3.4904,O=C1CNC(=O)CN(CCc2cccnc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.425767888549169,-5.8,-5.340510115631925,-5.8,-5.776612004317562,-5.8,-6.027210637654839,-5.8,-6.195166841898691,-5.8,-6.143363257092416,-5.8,-6.443609399232535,-5.8,-5.909801315759971,-5.8,-5.845369950431116,-5.8,-6.390225384321269,-5.8
1435,2016_Furukawa,2016,1.8-22,1435,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.51,,,,4.0529,O=C1CNC(=O)CN(Cc2ccccc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.360489816993901,-7.51,-5.606853920917961,-7.51,-5.945635246330502,-7.51,-5.871653162787007,-7.51,-6.1689482625613214,-7.51,-6.317451980795875,-7.51,-6.477830628801388,-7.51,-6.376282471633051,-7.51,-6.04242773381965,-7.51,-6.447781368592781,-7.51
1413,2016_Furukawa,2016,1.7-40,1413,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.28,,,,5.1124,O=C1CNC(=O)CN(CCCN2CCCC2=O)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.271385864938679,-7.28,-6.327819901503114,-7.28,-5.865594186002203,-7.28,-5.61346503792098,-7.28,-5.7970226128693705,-7.28,-6.12405855582554,-7.28,-6.325788864771459,-7.28,-6.594853004019853,-7.28,-6.684537178435189,-7.28,-6.33595341421176,-7.28
1412,2016_Furukawa,2016,1.7-39,1412,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-8.0,,,,5.4662,O=C1CNC(=O)CN(CCCc2cn[nH]c2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.19876169055391,-8.0,-6.514182969091053,-8.0,-6.119937938622448,-8.0,-6.016044876993014,-8.0,-6.1565601609152365,-8.0,-6.4258877583958,-8.0,-6.357351063678514,-8.0,-6.265384740102941,-8.0,-6.726059095913213,-8.0,-6.356683903750791,-8.0
1411,2016_Furukawa,2016,1.7-38,1411,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.95,,,,6.1789,O=C1CNC(=O)CN(CCOc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.252381476864429,-7.95,-7.130068402671771,-7.95,-6.477848296072035,-7.95,-5.968171149999832,-7.95,-6.213194239028646,-7.95,-7.1348931183860955,-7.95,-6.639063265841093,-7.95,-7.2045794020308005,-7.95,-7.0421960813618805,-7.95,-6.56514103359786,-7.95
1410,2016_Furukawa,2016,1.7-37,1410,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-9.27,,,,6.7327,O=C1CNC(=O)CN(CCCc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.224833701484186,-9.27,-6.909763072022588,-9.27,-6.051575400317928,-9.27,-5.615138046348668,-9.27,-6.356100731777506,-9.27,-7.228675856324596,-9.27,-6.486951805796838,-9.27,-7.172851781519059,-9.27,-6.657570841750387,-9.27,-6.511622096690272,-9.27
1409,2016_Furukawa,2016,1.7-36,1409,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.62,,,,5.7376,O=C1CNC(=O)CN(CCc2cccnc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.243898708670374,-7.62,-6.607876610466736,-7.62,-6.358147489643282,-7.62,-5.980067829366885,-7.62,-6.1730340849719205,-7.62,-7.246500764030728,-7.62,-6.498674419976275,-7.62,-6.060973050333562,-7.62,-6.873636635611823,-7.62,-6.508218425540321,-7.62
1408,2016_Furukawa,2016,1.7-35,1408,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.61,,,,5.5265,O=C1CNC(=O)CN(CC2CCOCC2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.255209380482407,-7.61,-5.703556167728873,-7.61,-5.928211919335195,-7.61,-5.419072545520137,-7.61,-5.828309022944862,-7.61,-5.925404982297443,-7.61,-6.2299786174737575,-7.61,-5.995320055766666,-7.61,-6.590243214758088,-7.61,-6.423044300889808,-7.61
1407,2016_Furukawa,2016,1.7-34,1407,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-8.84,,,,6.6802,O=C1CNC(=O)CN(CC2CCCCC2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(CCCCc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.176010670379625,-8.84,-5.826608221254916,-8.84,-5.4819745364194175,-8.84,-5.262427894931433,-8.84,-5.907464887635695,-8.84,-6.4068988481886056,-8.84,-6.120783208052754,-8.84,-6.0531259921968905,-8.84,-6.1685820239938876,-8.84,-6.4087377951634945,-8.84
