CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Pred_123,True_123,Pred_369,True_369,Pred_1107,True_1107,Pred_3321,True_3321,Pred_9963,True_9963,Pred_29889,True_29889,Pred_89667,True_89667,Pred_269001,True_269001,Pred_807003,True_807003,Pred_2421009,True_2421009
43,2012_Rand,2012,Cpd.12,43,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,6,Circle,,,,-6.74,4.4986,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC2CCCCC2)NC(=O)CN1,-5.613918210740283,0.0,-5.291397179672897,0.0,-5.137223053687774,0.0,-5.224297965391372,0.0,-5.100809952752816,0.0,-5.140606175317229,0.0,-5.097101500807513,0.0,-5.237263389145214,0.0,-5.311822460677206,0.0,-5.42689135068124,0.0
2318,2018_Naylor,2018,1NMe3-3Cha6F(24),2318,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,6,Circle,-7.55,,,-5.79,4.793,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC2CCCCC2)NC(=O)CN1,-5.593006938171485,-7.55,-5.258316765020157,-7.55,-5.14684427957183,-7.55,-5.237241280798228,-7.55,-5.085643583157035,-7.55,-5.118777743963656,-7.55,-5.012496668675274,-7.55,-5.127638529837877,-7.55,-5.208082854228407,-7.55,-5.298798204760595,-7.55
2330,2018_Naylor,2018,1NMe3-3Cha6Y(36),43,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,6,Circle,-6.18,,,-5.63,4.4986,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC2CCCCC2)NC(=O)CN1,-5.613918210740283,-6.18,-5.291397179672897,-6.18,-5.137223053687774,-6.18,-5.224297965391372,-6.18,-5.100809952752816,-6.18,-5.140606175317229,-6.18,-5.097101500807513,-6.18,-5.237263389145214,-6.18,-5.311822460677206,-6.18,-5.42689135068124,-6.18
2340,2018_Naylor,2018,1NMe3perNH-3Cha6F(46),2340,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.06,,,-5.02,3.7664,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC2CCCCC2)NC(=O)CN1,-6.11920675728954,-5.06,-6.323956101202473,-5.06,-6.5082369058085225,-5.06,-6.168159429473977,-5.06,-5.696207296988424,-5.06,-6.187665918071811,-5.06,-5.576761790150891,-5.06,-5.572703579799941,-5.06,-5.469719199385056,-5.06,-5.5294674944790785,-5.06
2348,2018_Naylor,2018,1NMe3perNH-3Cha6Y(54),2348,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.09,,,-5.75,3.472,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC2CCCCC2)NC(=O)CN1,-6.131508495001343,-5.09,-6.344891551372408,-5.09,-6.482480746914463,-5.09,-6.1318841408655045,-5.09,-5.807185274257808,-5.09,-6.282252135218567,-5.09,-6.00619476853418,-5.09,-6.077638665067702,-5.09,-5.840458532506649,-5.09,-6.08334819468554,-5.09
5655,2021_Golosov,2021,Cmpd.5,5655,CCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@H](CCCC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)NC1=O,6,Circle,-5.9,,,,1.7075,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)CNC(=O)C2CCCN2C(=O)CN1,-6.158002484580931,-5.9,-6.448321325129871,-5.9,-6.6219938696216385,-5.9,-6.279137276053626,-5.9,-5.988947513400488,-5.9,-6.386990548864632,-5.9,-6.085524527293888,-5.9,-6.0814825115793765,-5.9,-5.864940379349398,-5.9,-6.256826011470847,-5.9
5656,2021_Golosov,2021,Cmpd.5a,5656,CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H]2CCCN2C1=O,6,Circle,-4.5,,,,2.7341,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)CNC(=O)C2CCCN2C(=O)CN1,-5.653704664246939,-4.5,-5.424297251995937,-4.5,-5.263111488268465,-4.5,-5.374688166108722,-4.5,-5.177063797888875,-4.5,-5.246346696076392,-4.5,-5.115546941221367,-4.5,-5.22625412935801,-4.5,-5.231436739742406,-4.5,-5.17339803792396,-4.5
5657,2021_Golosov,2021,Cmpd.6,5657,CCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC1=O,6,Circle,-5.8,,,,1.7075,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)CNC(=O)C2CCCN2C(=O)CN1,-6.082715656363885,-5.8,-6.360288719041752,-5.8,-6.5118531779267865,-5.8,-6.18767916129838,-5.8,-5.879442409454461,-5.8,-6.269834867780246,-5.8,-6.167036151194098,-5.8,-6.35870946427339,-5.8,-6.167981909249408,-5.8,-6.7839446774494325,-5.8
5658,2021_Golosov,2021,Cmpd.6a,5658,CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H]2CCCN2C1=O,6,Circle,-4.6,,,,2.3919,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)CNC(=O)C2CCCN2C(=O)CN1,-5.72406701608957,-4.6,-5.579124159598263,-4.6,-5.421203292297926,-4.6,-5.489861047024677,-4.6,-5.190697089756306,-4.6,-5.274589161850683,-4.6,-5.203059532850424,-4.6,-5.346056582536663,-4.6,-5.310001364552599,-4.6,-5.285856719010042,-4.6
5651,2021_Golosov,2021,Cmpd.3,5651,CCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)NC1=O,6,Circle,-6.7,,,,1.7075,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)C2CCCN2C(=O)CN1,-6.157857462537351,-6.7,-6.455186718335069,-6.7,-6.6466933584378705,-6.7,-6.300670065443018,-6.7,-6.024656392693661,-6.7,-6.407886443607841,-6.7,-6.048675684997888,-6.7,-6.039416535027084,-6.7,-5.82411277517105,-6.7,-6.165230236860475,-6.7
5652,2021_Golosov,2021,Cmpd.3a,5652,CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)N(C)C1=O,6,Circle,-5.5,,,,2.7341,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)C2CCCN2C(=O)CN1,-5.648979184777024,-5.5,-5.471705247737964,-5.5,-5.314713230508359,-5.5,-5.427935594343348,-5.5,-5.233804750630044,-5.5,-5.300964093080885,-5.5,-5.180755499766364,-5.5,-5.314668480164632,-5.5,-5.281961304506751,-5.5,-5.343616637840236,-5.5
5653,2021_Golosov,2021,Cmpd.4,5653,CCCC[C@@H]1NC(=O)[C@H](CCCC)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)NC1=O,6,Circle,-6.7,,,,1.7075,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)C2CCCN2C(=O)CN1,-6.0822571967704215,-6.7,-6.3671384294786435,-6.7,-6.536910582366346,-6.7,-6.209414389088649,-6.7,-5.917425420841664,-6.7,-6.29618331255731,-6.7,-6.131797232191145,-6.7,-6.309221181988074,-6.7,-6.1279151371501035,-6.7,-6.671384570237498,-6.7
5654,2021_Golosov,2021,Cmpd.4a,5654,CCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC1=O,6,Circle,-5.6,,,,2.0497,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCNC(=O)C2CCCN2C(=O)CN1,-5.893115343875106,-5.6,-6.053062373109158,-5.6,-6.036333041398755,-5.6,-5.906550335849962,-5.6,-5.5265304822630466,-5.6,-5.797576333208925,-5.6,-5.736887221765229,-5.6,-6.099936686423912,-5.6,-5.966356442093192,-5.6,-6.402501242351209,-5.6
2588,2020_Townsend,2020,hexa_74,2588,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,6,Circle,-5.76,,,,4.5134,O=C1CC(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN1,-5.9360046222001905,-5.76,-6.019966373705415,-5.76,-6.0166245935957425,-5.76,-5.987165210345815,-5.76,-5.717143487733529,-5.76,-5.927855115213491,-5.76,-5.842468192138506,-5.76,-5.775705405909568,-5.76,-5.797347604389514,-5.76,-5.908123535327229,-5.76
2681,2020_Townsend,2020,hexa_167,2681,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,6,Circle,-6.2,,,,4.5134,O=C1CC(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN1,-5.984655313968258,-6.2,-6.059979737265991,-6.2,-6.033287142851112,-6.2,-5.9827735995878255,-6.2,-5.5527338723240955,-6.2,-5.762654924919291,-6.2,-5.569710185853688,-6.2,-5.548408352454622,-6.2,-5.685451553507202,-6.2,-5.618044325299833,-6.2
2687,2020_Townsend,2020,hexa_173,2687,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,6,Circle,-5.56,,,,4.8556,O=C1CC(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN1,-5.5928185053539705,-5.56,-5.436771859555875,-5.56,-5.334285172882246,-5.56,-5.519988872878489,-5.56,-5.282920926564877,-5.56,-5.264604466029525,-5.56,-5.256958767974639,-5.56,-5.447227237183505,-5.56,-5.363438535224802,-5.56,-5.559959261297584,-5.56
2688,2020_Townsend,2020,hexa_174,2688,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,6,Circle,-5.54,,,,4.8556,O=C1CC(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN1,-5.561058165941722,-5.54,-5.421679961327922,-5.54,-5.3324277341202535,-5.54,-5.512929868274992,-5.54,-5.264124812917226,-5.54,-5.2152677620562065,-5.54,-5.214767852034846,-5.54,-5.4367924840298185,-5.54,-5.342821205653619,-5.54,-5.579661446884084,-5.54
1841,2016_Schwochert,2016,PhePropeptin B(2),1841,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,6,Circle,,,-4.41,,3.0387,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN1,-6.014020339228881,0.0,-6.204452971082228,0.0,-6.278392954444549,0.0,-6.096799697130361,0.0,-5.6398695765365,0.0,-6.117590517325924,0.0,-5.660647817844984,0.0,-5.657271513863417,0.0,-5.565116332729427,0.0,-5.542613618574396,0.0
1843,2016_Schwochert,2016,PhePropeptin D(4),1843,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC1=O,6,Circle,,,-4.4,,3.0387,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN1,-6.0202327193871366,0.0,-6.217474896365216,0.0,-6.342693088635452,0.0,-6.160057798493855,0.0,-5.794211268544643,0.0,-6.239670631221477,0.0,-5.797312644885166,0.0,-5.71883918705656,0.0,-5.65269793942984,0.0,-5.729860993058409,0.0
1845,2016_Schwochert,2016,E[-pip]hepropeptins B(6),1845,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,6,Circle,,,-4.96,,3.0387,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN1,-5.960548198161519,0.0,-6.1656621664375555,0.0,-6.245179813474213,0.0,-6.060601297649831,0.0,-5.69885816402775,0.0,-6.161207171157666,0.0,-6.147797315175344,0.0,-6.1804296273961885,0.0,-6.046676262728674,0.0,-6.360205513243242,0.0
1847,2016_Schwochert,2016,E[-pip]hepropeptins D(8),1847,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC1=O,6,Circle,,,-4.74,,3.0387,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN1,-5.966827142958582,0.0,-6.179368165361379,0.0,-6.310743107525631,0.0,-6.124613043156893,0.0,-5.872839963997851,0.0,-6.3002435812716,0.0,-6.396186488566515,0.0,-6.3744413719195645,0.0,-6.326678542653815,0.0,-6.76762588576267,0.0
1494,2016_Furukawa,2016,1.10-01,1494,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-6.51,,,,1.7924,O=C1CNC(=O)CNC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.597814316542551,-6.51,-5.557958259860728,-6.51,-5.567208925889511,-6.51,-5.5617921412800415,-6.51,-5.482492678034731,-6.51,-5.491078857546843,-6.51,-5.949014828970195,-6.51,-6.239179760573515,-6.51,-6.041240397417767,-6.51,-6.482658136449296,-6.51
1495,2016_Furukawa,2016,1.10-02,1495,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2Cn2cccn2)CC(=O)N[C@@H](C)C1=O,6,Circle,-5.08,,,,3.3362,O=C1CNC(=O)CNC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.562009652563789,-5.08,-5.500380419059642,-5.08,-5.519983176984167,-5.08,-5.6223517718679155,-5.08,-5.40367463765856,-5.08,-5.440526469482269,-5.08,-5.351860775086523,-5.08,-5.628263859685555,-5.08,-5.477894909663799,-5.08,-5.603872319450299,-5.08
1499,2016_Furukawa,2016,1.10-06,1499,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.23,,,,2.8186,O=C1CNC(=O)CNC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.605889548196026,-5.23,-5.456681084911036,-5.23,-5.375330375470831,-5.23,-5.423396946741684,-5.23,-5.257534782985525,-5.23,-5.293022535245591,-5.23,-5.326193637684219,-5.23,-5.579965006468098,-5.23,-5.457740820752251,-5.23,-5.522338363941471,-5.23
1501,2016_Furukawa,2016,1.10-08,1501,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2Cn2cccn2)CC(=O)N[C@@H](CC(C)C)C1=O,6,Circle,-5.59,,,,4.3624,O=C1CNC(=O)CNC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.572820797602213,-5.59,-5.434177406919204,-5.59,-5.397180120142165,-5.59,-5.520814004307584,-5.59,-5.270875329844586,-5.59,-5.304754552835452,-5.59,-5.23604963000486,-5.59,-5.400354938668846,-5.59,-5.310390776402273,-5.59,-5.354537409785439,-5.59
1454,2016_Furukawa,2016,1.9-01,1454,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](C)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.52,-6.15,,,1.7341,O=C1CNC(=O)CNC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.60593041052011,-5.52,-5.65759934906587,-5.52,-5.739668473597716,-5.52,-5.5806506919490095,-5.52,-5.818170356443876,-5.52,-5.760340583949854,-5.52,-6.674710536889128,-5.52,-7.035796954588418,-5.52,-6.695825816135633,-5.52,-7.020499633877286,-5.52
1455,2016_Furukawa,2016,1.9-02,1455,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2cc(CC(C)C)on2)CC(=O)N[C@@H](C)C1=O,6,Circle,-5.0,,,,3.2779,O=C1CNC(=O)CNC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.568353876883924,-5.0,-5.582079827774092,-5.0,-5.656699397762984,-5.0,-5.621160850758907,-5.0,-5.5420566733741365,-5.0,-5.59952046015364,-5.0,-5.434509426915907,-5.0,-5.897827710808188,-5.0,-5.599664120845805,-5.0,-5.7585209036307194,-5.0
